date,daily_sentiment_score,news_count
2016-11-03,-0.9985426,2
2016-11-04,-0.9998617,1
2016-11-07,-0.9994796,2
2016-11-09,-0.011912302,1
2016-11-10,-0.49349245,4
2016-11-12,-3.744801e-07,1
2016-11-14,-0.004503646,1
2016-11-15,-5.2665552e-08,1
2016-11-21,-0.99837303,1
2016-11-23,-0.78542936,2
2016-11-28,-0.9999665,1
2016-11-29,-0.96279967,2
2016-11-30,-0.9980363,1
2016-12-02,0.9537575,1
2016-12-03,-0.97885674,1
2016-12-05,-0.64317304,1
2016-12-07,-0.45526716,3
2016-12-09,7.4426416e-06,1
2016-12-13,-0.28607774,3
2016-12-14,-0.026619164,1
2016-12-16,-0.9972835,1
2016-12-19,-0.99905646,2
2016-12-20,0.99501324,1
2016-12-21,-0.99990827,1
2016-12-22,-0.24996665,4
2016-12-23,-0.9800001,3
2016-12-24,-0.99749774,1
2016-12-26,-9.523142e-08,1
2016-12-27,-0.99531513,4
2016-12-28,-0.99430966,4
2016-12-29,-0.9387797,2
2016-12-30,-0.99986064,1
2016-12-31,-4.620302e-07,1
2017-01-02,-0.23950332,4
2017-01-03,-0.99981064,1
2017-01-04,-0.9992596,2
2017-01-05,-0.52721816,5
2017-01-06,-0.69385546,10
2017-01-08,-0.9911067,1
2017-01-09,-0.67192745,6
2017-01-10,-0.2067124,5
2017-01-11,-0.96617615,8
2017-01-12,-0.4927488,4
2017-01-13,-0.9201121,1
2017-01-14,-0.9967833,1
2017-01-16,-0.9999671,1
2017-01-17,-0.92172086,5
2017-01-18,-0.75968623,3
2017-01-19,6.201863e-05,2
2017-01-20,-0.6743539,3
2017-01-23,-0.67244226,3
2017-01-24,0.56952196,1
2017-01-27,-0.9258568,6
2017-01-29,-0.9991997,2
2017-01-30,-0.96925765,3
2017-01-31,-0.6881263,1
2017-02-01,-0.9998845,1
2017-02-06,-0.036362078,2
2017-02-07,-0.649578,1
2017-02-08,0.00012123585,2
2017-02-09,-0.45061064,6
2017-02-10,-0.5000909,6
2017-02-11,-0.97970736,1
2017-02-13,-0.74914646,2
2017-02-14,-0.9999916,1
2017-02-16,-0.9985998,3
2017-02-21,-0.5139082,3
2017-02-22,0.39735085,1
2017-02-23,-0.6211588,5
2017-02-24,-0.00057299837,3
2017-02-27,-0.41552424,3
2017-02-28,-0.9953463,2
2017-03-01,-0.74609065,4
2017-03-02,-0.8546608,1
2017-03-03,-0.6395007,7
2017-03-06,-0.9934947,3
2017-03-07,-0.5516964,6
2017-03-08,-0.9246621,3
2017-03-09,-0.8734962,2
2017-03-10,-0.15939382,7
2017-03-11,0.39058062,5
2017-03-12,6.976643e-08,1
2017-03-13,-0.87336737,3
2017-03-14,-0.46202594,7
2017-03-15,-0.99976397,1
2017-03-16,-0.9894961,2
2017-03-17,-0.99559665,1
2017-03-19,-0.84239423,1
2017-03-20,-0.019962685,7
2017-03-21,-0.99474645,2
2017-03-22,-0.1588966,1
2017-03-23,-0.22517613,2
2017-03-24,0.017525688,4
2017-03-27,-0.55938447,5
2017-03-28,-0.884491,4
2017-03-29,-0.99972445,1
2017-03-31,-0.5248621,2
2017-04-02,-0.99922967,2
2017-04-03,-0.9997346,1
2017-04-04,-0.9947321,1
2017-04-05,-0.99871796,1
2017-04-06,-0.94885975,4
2017-04-07,-0.4765843,3
2017-04-08,-0.99993324,1
2017-04-10,-0.9972028,1
2017-04-11,-0.84537315,2
2017-04-12,-0.65965694,3
2017-04-13,-0.99825114,1
2017-04-14,-0.99500823,1
2017-04-15,-0.98449534,1
2017-04-17,-0.6715016,3
2017-04-18,0.5910408,1
2017-04-20,-0.99933106,2
2017-04-21,-0.9971505,3
2017-04-25,-0.50184184,4
2017-04-26,-0.9999063,2
2017-04-27,-0.6666114,3
2017-04-28,0.0020063221,2
2017-04-29,-0.016412359,1
2017-05-01,-0.99981064,1
2017-05-02,-0.6132604,2
2017-05-03,-0.33289042,3
2017-05-04,-0.5459252,4
2017-05-05,-0.66638774,3
2017-05-06,-0.3220915,3
2017-05-08,-0.3594556,2
2017-05-09,-0.15918197,6
2017-05-11,-0.7588719,4
2017-05-12,-0.7749971,10
2017-05-13,0.64195985,5
2017-05-14,-0.954401,2
2017-05-15,-0.2002868,8
2017-05-16,-0.4973418,2
2017-05-17,-0.77952784,4
2017-05-18,-0.98328257,2
2017-05-19,-0.6500961,9
2017-05-20,-0.8020619,1
2017-05-21,-0.84534323,1
2017-05-22,-0.7220946,7
2017-05-23,-0.5186758,4
2017-05-24,-0.4345699,7
2017-05-25,-0.6521613,12
2017-05-26,-0.64749897,11
2017-05-27,-0.9999305,1
2017-05-28,0.64432657,1
2017-05-30,-0.6903231,6
2017-05-31,0.10580689,7
2017-06-01,-0.79904824,6
2017-06-02,-0.8184251,7
2017-06-03,-0.9825231,1
2017-06-06,-0.44195798,11
2017-06-07,-0.399925,5
2017-06-08,-0.49441794,6
2017-06-09,-0.9862855,3
2017-06-11,-0.51655877,2
2017-06-12,-0.020696893,4
2017-06-13,-0.9977295,6
2017-06-14,-0.969725,1
2017-06-15,-0.504786,7
2017-06-16,-0.5325338,5
2017-06-19,-0.5162825,2
2017-06-20,-0.96057796,3
2017-06-21,-0.4143614,4
2017-06-22,-0.25327817,3
2017-06-23,-0.42662582,5
2017-06-24,-0.9847253,2
2017-06-25,-0.0025403074,1
2017-06-26,-0.726628,6
2017-06-27,-0.20276237,12
2017-06-28,-0.22700566,8
2017-06-29,-0.9948202,4
2017-06-30,-0.9922217,7
2017-07-02,-0.9999468,2
2017-07-03,-0.30758408,6
2017-07-05,-0.07013649,6
2017-07-07,-0.49997336,2
2017-07-10,-0.81502265,6
2017-07-11,-0.99881357,3
2017-07-12,-0.59896135,4
2017-07-13,-0.9755729,3
2017-07-14,-0.9304556,3
2017-07-15,-0.99870193,1
2017-07-16,0.99987465,1
2017-07-17,0.7067415,3
2017-07-18,-0.9988898,2
2017-07-19,-0.9953296,1
2017-07-20,-0.99494857,3
2017-07-21,-0.4826928,2
2017-07-22,-0.9984167,1
2017-07-23,-0.99839956,3
2017-07-24,-0.99791926,3
2017-07-25,-0.31755272,8
2017-07-26,-0.9998428,1
2017-07-27,-0.61351,4
2017-07-28,-0.16411711,6
2017-07-29,-0.9998264,1
2017-07-31,-0.6701568,8
2017-08-01,-0.70039755,18
2017-08-02,-0.30678177,14
2017-08-03,-0.6391285,7
2017-08-04,-0.99239814,5
2017-08-05,3.3417598e-07,1
2017-08-07,-0.032442518,7
2017-08-08,-0.3146164,4
2017-08-09,0.12202674,4
2017-08-10,-0.3414915,7
2017-08-11,-0.24560268,4
2017-08-13,-6.3177668e-09,1
2017-08-14,-0.5030223,10
2017-08-15,-0.3641103,5
2017-08-16,-0.68908244,3
2017-08-17,-0.3316718,6
2017-08-18,-0.7787102,5
2017-08-19,-0.999983,1
2017-08-20,-0.6334309,3
2017-08-21,-0.7502507,8
2017-08-22,-0.52702403,16
2017-08-23,-0.5741234,2
2017-08-24,-0.35827187,7
2017-08-25,-0.47014475,9
2017-08-26,0.24931838,4
2017-08-27,-0.00017532706,2
2017-08-28,-0.71496034,4
2017-08-29,-0.027055705,15
2017-08-30,-0.45800748,18
2017-08-31,-0.15994117,18
2017-09-01,-0.5920343,8
2017-09-02,-0.99976933,4
2017-09-03,0.2498942,4
2017-09-04,0.08019539,18
2017-09-05,-0.4308267,38
2017-09-06,-0.3850328,21
2017-09-07,0.0391946,9
2017-09-08,-0.20847447,14
2017-09-09,-0.9991816,4
2017-09-10,-0.07195794,9
2017-09-11,0.062206976,21
2017-09-12,-0.2595633,32
2017-09-13,-0.11954837,33
2017-09-14,-0.1677012,30
2017-09-15,-0.27678993,32
2017-09-16,-0.9983979,1
2017-09-17,-0.20517229,6
2017-09-18,-0.3879574,26
2017-09-19,-0.44875568,23
2017-09-20,-0.1417697,9
2017-09-21,-0.48264286,11
2017-09-22,-0.60786134,8
2017-09-23,-0.9998576,1
2017-09-24,-0.9695393,2
2017-09-25,-0.06540108,2
2017-09-26,-0.9975994,2
2017-09-27,-0.9993149,8
2017-09-28,-0.76114094,16
2017-09-29,-0.032536387,12
2017-10-01,0.9583713,1
2017-10-02,-0.6248069,19
2017-10-03,-0.75621206,8
2017-10-04,-0.31577992,6
2017-10-05,-0.4847416,6
2017-10-06,-0.3910167,6
2017-10-07,-0.98978305,2
2017-10-08,-0.95381445,1
2017-10-09,-0.3440937,16
2017-10-10,-0.41979644,25
2017-10-11,-0.58361804,13
2017-10-12,-0.3479045,40
2017-10-13,-0.49586335,30
2017-10-14,-0.5964788,5
2017-10-15,-0.99954796,2
2017-10-16,-0.5310148,20
2017-10-17,-0.3393679,13
2017-10-18,-0.6225351,8
2017-10-19,-0.7941343,6
2017-10-20,-0.21551906,18
2017-10-21,-0.9995725,1
2017-10-22,-0.03973897,3
2017-10-23,-0.71387917,24
2017-10-24,-0.58190745,16
2017-10-25,-0.5805394,18
2017-10-26,-0.31802768,19
2017-10-27,-0.85219353,7
2017-10-28,-0.86620414,1
2017-10-29,-0.49112728,2
2017-10-30,-0.7179028,10
2017-10-31,-0.5985405,18
2017-11-01,-0.14527234,17
2017-11-02,-0.22711873,16
2017-11-03,-0.48611826,17
2017-11-05,-0.99943423,2
2017-11-06,-0.46286353,20
2017-11-07,-0.5152721,14
2017-11-08,-0.63418096,25
2017-11-09,-0.036039542,11
2017-11-10,-0.06282195,31
2017-11-12,-0.016841087,7
2017-11-13,-0.20180824,46
2017-11-14,-0.19976035,8
2017-11-15,-0.5797302,29
2017-11-16,-0.69668275,27
2017-11-17,-0.84404933,21
2017-11-18,-0.78057885,3
2017-11-19,-0.99889517,3
2017-11-20,-0.30518672,30
2017-11-21,-0.6277125,25
2017-11-22,-0.43104875,21
2017-11-23,-0.4168846,10
2017-11-24,-0.5195374,13
2017-11-25,-0.49489644,4
2017-11-26,-0.68824583,11
2017-11-27,-0.27961734,34
2017-11-28,-0.8811364,38
2017-11-29,-0.36248383,66
2017-11-30,-0.37639552,40
2017-12-01,-0.4820493,28
2017-12-02,-0.3451012,6
2017-12-03,-0.3034658,13
2017-12-04,-0.41243225,39
2017-12-05,-0.4423617,29
2017-12-06,-0.52243423,37
2017-12-07,-0.49742365,67
2017-12-08,-0.3682803,65
2017-12-09,-0.6424829,8
2017-12-10,-0.67136115,22
2017-12-11,-0.36603376,68
2017-12-12,-0.48563313,62
2017-12-13,-0.43882403,34
2017-12-14,-0.6590066,37
2017-12-15,-0.25697446,39
2017-12-16,-0.58490807,8
2017-12-17,-0.48059693,14
2017-12-18,-0.07964331,44
2017-12-19,-0.36076888,40
2017-12-20,-0.4768368,73
2017-12-21,-0.38813066,64
2017-12-22,-0.27136755,98
2017-12-23,-0.39550382,36
2017-12-24,-0.56982726,39
2017-12-25,-0.60667646,18
2017-12-26,-0.16454113,63
2017-12-27,-0.37482327,57
2017-12-28,-0.42234007,78
2017-12-29,-0.6099621,50
2017-12-30,-0.4380082,43
2017-12-31,-0.42722747,31
2018-01-01,-0.413884,21
2018-01-02,-0.34166875,74
2018-01-03,-0.53028977,57
2018-01-04,-0.4008854,87
2018-01-05,-0.39282745,62
2018-01-06,-0.47031987,32
2018-01-07,-0.50266665,39
2018-01-08,-0.18647666,99
2018-01-09,-0.34447348,63
2018-01-10,-0.21839207,70
2018-01-11,-0.3679113,113
2018-01-12,-0.43383065,65
2018-01-13,-0.48467445,42
2018-01-14,-0.44292474,42
2018-01-15,-0.4157662,48
2018-01-16,-0.2912446,97
2018-01-17,-0.09862974,109
2018-01-18,-0.31361437,74
2018-01-19,-0.1744099,62
2018-01-20,-0.43019155,42
2018-01-21,-0.36127588,47
2018-01-22,-0.36157408,74
2018-01-23,-0.64484024,54
2018-01-24,-0.26837462,38
2018-01-25,-0.47817907,48
2018-01-26,-0.32049802,52
2018-01-27,-0.57384706,33
2018-01-28,-0.35243037,37
2018-01-29,-0.33359733,66
2018-01-30,-0.28593403,109
2018-01-31,-0.27988267,76
2018-02-01,-0.17528296,86
2018-02-02,-0.19754194,71
2018-02-03,-0.39849618,37
2018-02-04,-0.46408665,31
2018-02-05,-0.253401,92
2018-02-06,-0.24771708,84
2018-02-07,-0.3963044,71
2018-02-08,-0.31068394,64
2018-02-09,-0.22751687,48
2018-02-10,-0.4693196,29
2018-02-11,-0.32882422,21
2018-02-12,-0.34940267,35
2018-02-13,-0.30501664,53
2018-02-14,-0.49855036,70
2018-02-15,-0.39264396,55
2018-02-16,-0.27621168,40
2018-02-17,-0.38953426,32
2018-02-18,-0.55133134,24
2018-02-19,-0.64401037,37
2018-02-20,-0.26664257,40
2018-02-21,-0.32540894,45
2018-02-22,-0.20652905,51
2018-02-23,-0.2465531,26
2018-02-24,-0.50619555,29
2018-02-25,-0.24070016,28
2018-02-26,-0.33379585,33
2018-02-27,-0.5569241,29
2018-02-28,-0.46611106,29
2018-03-01,-0.34010774,23
2018-03-02,-0.2894935,57
2018-03-03,-0.4639463,25
2018-03-04,-0.74490255,26
2018-03-05,-0.33862478,46
2018-03-06,-0.29317102,35
2018-03-07,-0.27896732,37
2018-03-08,-0.1525197,30
2018-03-09,-0.33843654,53
2018-03-10,-0.31768054,26
2018-03-11,-0.6106618,27
2018-03-12,-0.40858054,46
2018-03-13,-0.3316171,25
2018-03-14,-0.28860494,47
2018-03-15,-0.20006198,49
2018-03-16,-0.18215314,26
2018-03-17,-0.71881574,19
2018-03-18,-0.42577752,28
2018-03-19,-0.21223082,37
2018-03-20,-0.26677996,39
2018-03-21,-0.4133221,44
2018-03-22,-0.32262874,33
2018-03-23,-0.15966429,33
2018-03-24,-0.4567221,20
2018-03-25,-0.3047308,23
2018-03-26,-0.31368876,35
2018-03-27,-0.40918452,33
2018-03-28,-0.26892027,39
2018-03-29,0.14292695,23
2018-03-30,-0.30396122,20
2018-03-31,-0.46383652,20
2018-04-01,-0.5912366,22
2018-04-02,-0.42970857,35
2018-04-03,-0.71466243,21
2018-04-04,-0.16857964,29
2018-04-05,-0.27321586,55
2018-04-06,-0.3561465,50
2018-04-07,-0.30880183,31
2018-04-08,-0.37931633,34
2018-04-09,-0.36409277,36
2018-04-10,-0.3021814,23
2018-04-11,-0.60022527,37
2018-04-12,-0.26911312,28
2018-04-13,-0.22064582,33
2018-04-14,-0.47969225,18
2018-04-15,-0.47027087,24
2018-04-16,-0.58044356,23
2018-04-17,-0.4187906,24
2018-04-18,-0.5127304,46
2018-04-19,-0.3991247,44
2018-04-20,-0.45285004,37
2018-04-21,-0.24865396,28
2018-04-22,-0.315648,46
2018-04-23,-0.18119542,47
2018-04-24,-0.57056856,42
2018-04-25,-0.19629103,43
2018-04-26,-0.4499481,26
2018-04-27,-0.31864378,41
2018-04-28,-0.32198116,20
2018-04-29,-0.69595665,22
2018-04-30,-0.38501424,46
2018-05-01,-0.102249674,28
2018-05-02,-0.35605785,33
2018-05-03,-0.1270095,38
2018-05-04,-0.42062172,33
2018-05-05,-0.5000195,34
2018-05-06,-0.3970522,31
2018-05-07,-0.50914246,55
2018-05-08,-0.2877025,33
2018-05-09,-0.32320786,40
2018-05-10,-0.39290473,36
2018-05-11,-0.20289022,53
2018-05-12,-0.3003758,20
2018-05-13,-0.49063024,38
2018-05-14,-0.46296614,33
2018-05-15,-0.49555573,42
2018-05-16,-0.29960066,37
2018-05-17,-0.4136393,35
2018-05-18,-0.14228942,42
2018-05-19,-0.34170392,21
2018-05-20,-0.37703013,34
2018-05-21,-0.32242462,33
2018-05-22,-0.39278272,50
2018-05-23,-0.14789551,44
2018-05-24,-0.44199738,38
2018-05-25,-0.42086157,40
2018-05-26,-0.4313627,31
2018-05-27,-0.41209963,26
2018-05-28,-0.61886907,25
2018-05-29,-0.2288097,41
2018-05-30,-0.34198117,33
2018-05-31,-0.59400606,34
2018-06-01,-0.19016887,34
2018-06-02,-0.2365042,24
2018-06-03,-0.5815963,26
2018-06-04,-0.35231084,39
2018-06-05,-0.38170362,34
2018-06-06,-0.27799377,57
2018-06-07,-0.3630013,77
2018-06-08,-0.39118975,56
2018-06-09,-0.2909172,34
2018-06-10,-0.2946205,48
2018-06-11,-0.3161533,66
2018-06-12,-0.31535462,62
2018-06-13,-0.13279799,60
2018-06-14,-0.52794343,50
2018-06-15,-0.35327327,42
2018-06-16,-0.39676425,38
2018-06-17,-0.32683232,39
2018-06-18,-0.43128943,56
2018-06-19,-0.30968314,42
2018-06-20,-0.32271215,40
2018-06-21,-0.35458052,35
2018-06-22,-0.09368788,67
2018-06-23,-0.31728503,22
2018-06-24,-0.35580248,28
2018-06-25,-0.35856718,52
2018-06-26,-0.26716048,48
2018-06-27,-0.26707622,50
2018-06-28,-0.35880932,53
2018-06-29,-0.28291783,56
2018-06-30,-0.37528932,25
2018-07-01,-0.26825762,24
2018-07-02,-0.30522144,43
2018-07-03,-0.39729047,39
2018-07-04,-0.3829468,28
2018-07-05,-0.43559504,43
2018-07-06,-0.3505836,43
2018-07-07,-0.15546873,30
2018-07-08,-0.30759662,34
2018-07-09,-0.37161082,40
2018-07-10,0.039892126,23
2018-07-11,-0.73480177,19
2018-07-12,-0.26745033,14
2018-07-13,-0.33227277,29
2018-07-14,-0.6007577,14
2018-07-15,-0.40793696,11
2018-07-16,-0.8566539,17
2018-07-17,-0.4550463,18
2018-07-18,-0.52659726,10
2018-07-19,-0.78754056,5
2018-07-20,-0.41149366,9
2018-07-21,-0.45836487,12
2018-07-22,-0.3309822,9
2018-07-23,-0.45576236,22
2018-07-24,-0.37459838,15
2018-07-25,-0.7890827,28
2018-07-26,-0.74124706,17
2018-07-27,-0.44245648,25
2018-07-28,-0.576682,14
2018-07-29,-0.7676411,17
2018-07-30,-0.47291476,26
2018-07-31,-0.4408579,23
2018-08-01,-0.24909091,16
2018-08-02,-0.7106038,20
2018-08-03,-0.51041925,27
2018-08-04,-0.54217714,12
2018-08-05,-0.622325,11
2018-08-06,-0.6646489,25
2018-08-07,-0.25323144,22
2018-08-08,-0.39281657,8
2018-08-09,-0.2690477,31
2018-08-10,-0.55804133,20
2018-08-11,-0.9094776,11
2018-08-12,-0.6290257,20
2018-08-13,-0.45361283,24
2018-08-14,-0.15232578,30
2018-08-15,-0.6131872,20
2018-08-16,-0.44856152,21
2018-08-17,-0.4736421,28
2018-08-18,-0.5126745,16
2018-08-19,-0.14287728,19
2018-08-20,-0.27669436,19
2018-08-21,-0.39360523,28
2018-08-22,-0.3234866,11
2018-08-23,-0.44425505,25
2018-08-24,-0.57268965,20
2018-08-25,-0.24856894,24
2018-08-26,-0.6077117,17
2018-08-27,-0.37666687,12
2018-08-28,-0.25605273,12
2018-08-29,-0.721674,18
2018-08-30,-0.5189629,19
2018-08-31,-0.5019956,12
2018-09-01,-0.6269838,7
2018-09-02,-0.42191157,6
2018-09-03,-0.39690018,10
2018-09-04,-0.58199966,21
2018-09-05,-0.26439083,22
2018-09-06,-0.45348725,18
2018-09-07,-0.36198708,11
2018-09-08,-0.18149832,7
2018-09-09,-0.27373546,10
2018-09-10,-0.24003117,18
2018-09-11,-0.75686395,9
2018-09-12,-0.2939514,16
2018-09-13,-0.7179923,18
2018-09-14,-0.7052743,20
2018-09-15,-0.41411883,13
2018-09-16,-0.21826443,15
2018-09-17,-0.4216646,17
2018-09-18,-0.19958031,10
2018-09-19,-0.65300494,13
2018-09-20,-0.42531213,29
2018-09-21,-0.48521245,23
2018-09-22,-0.52789235,11
2018-09-23,-0.3823892,13
2018-09-24,-0.5078701,20
2018-09-25,-0.53028625,12
2018-09-26,-0.43728128,10
2018-09-27,-0.7891766,11
2018-09-28,-0.55760837,12
2018-09-29,-0.9989763,6
2018-09-30,-0.44285157,13
2018-10-01,-0.6123706,8
2018-10-02,-0.65140444,11
2018-10-03,-0.52591294,8
2018-10-04,-0.41385993,9
2018-10-05,-0.664558,6
2018-10-06,-0.99882084,7
2018-10-07,-0.0652261,6
2018-10-08,-0.65138245,8
2018-10-09,-0.28339237,7
2018-10-10,-0.616274,9
2018-10-11,-0.14223045,9
2018-10-12,-0.34722954,8
2018-10-13,-0.32490486,5
2018-10-14,-0.5788957,7
2018-10-15,-0.6205463,8
2018-10-16,-0.40011373,5
2018-10-17,-0.67604995,4
2018-10-18,-0.41230604,9
2018-10-19,-0.39056852,6
2018-10-20,-0.25117648,6
2018-10-21,-0.38321793,10
2018-10-22,-0.96587676,10
2018-10-23,-0.37277415,9
2018-10-24,-0.74334526,8
2018-10-25,-0.7263117,8
2018-10-26,-0.94340086,4
2018-10-27,-0.81861514,6
2018-10-28,-0.5152776,9
2018-10-29,-0.5162287,16
2018-10-30,-0.6583131,16
2018-10-31,-0.36656058,18
2018-11-01,-0.6435399,11
2018-11-02,-0.55385095,20
2018-11-03,-0.3056714,11
2018-11-04,-0.7909441,15
2018-11-05,-0.63511723,14
2018-11-06,-0.19707252,18
2018-11-07,-0.78191215,14
2018-11-08,-0.14636318,21
2018-11-09,-0.62738293,15
2018-11-10,-0.3482364,12
2018-11-11,-0.40356684,18
2018-11-12,-0.3374392,17
2018-11-13,-0.39724672,22
2018-11-14,-0.27098456,28
2018-11-15,-0.19985782,19
2018-11-16,-0.61769277,18
2018-11-17,-0.23180638,16
2018-11-18,-0.8584981,14
2018-11-19,-0.30088755,28
2018-11-20,-0.00019975752,32
2018-11-21,-0.5808008,21
2018-11-22,-0.421216,19
2018-11-23,-0.3492378,24
2018-11-24,-0.25896582,22
2018-11-25,-0.4655706,21
2018-11-26,-0.16294836,23
2018-11-27,-0.38239473,27
2018-11-28,-0.22051995,25
2018-11-29,-0.62079287,16
2018-11-30,-0.31670198,23
2018-12-01,-0.54887044,17
2018-12-02,-0.59995663,10
2018-12-03,-0.34201995,22
2018-12-04,-0.66354775,31
2018-12-05,-0.12702024,19
2018-12-06,-0.39449087,20
2018-12-07,-0.28028455,25
2018-12-08,-0.37349817,10
2018-12-09,-0.3948105,20
2018-12-10,-0.34999076,29
2018-12-11,-0.79188347,27
2018-12-12,-0.3530402,27
2018-12-13,-0.28270724,20
2018-12-14,-0.2158131,25
2018-12-15,-0.2970057,15
2018-12-16,-0.41053447,32
2018-12-17,-0.29010022,33
2018-12-18,-0.4798276,31
2018-12-19,-0.6336543,27
2018-12-20,-0.2979081,23
2018-12-21,-0.5217889,29
2018-12-22,-0.44031936,14
2018-12-23,-0.5057102,27
2018-12-24,-0.29596296,19
2018-12-25,-0.3902345,12
2018-12-26,-0.5914495,21
2018-12-27,-0.3363897,32
2018-12-28,-0.5244581,24
2018-12-29,-0.44207358,16
2018-12-30,-0.6224122,28
2018-12-31,-0.51449627,40
2019-01-01,-0.92859364,15
2019-01-02,-0.22419612,26
2019-01-03,-0.394904,26
2019-01-04,-0.6247698,18
2019-01-05,-0.99450684,5
2019-01-06,-0.71383363,7
2019-01-07,-0.448775,11
2019-01-08,-0.63771266,18
2019-01-09,-0.58142924,26
2019-01-10,-0.37888414,22
2019-01-11,-0.42081735,34
2019-01-12,-0.21204276,11
2019-01-13,-0.20640883,20
2019-01-14,-0.5050116,39
2019-01-15,-0.5768484,22
2019-01-16,-0.5695891,14
2019-01-17,-0.51261705,29
2019-01-18,-0.39616695,33
2019-01-19,-0.37622622,13
2019-01-20,-0.44257626,21
2019-01-21,-0.60014606,30
2019-01-22,-0.43459067,35
2019-01-23,-0.5122165,35
2019-01-24,-0.48509958,35
2019-01-25,-0.17913482,19
2019-01-26,-0.6663004,19
2019-01-27,-0.4917658,15
2019-01-28,-0.3584048,24
2019-01-29,-0.25425336,25
2019-01-30,-0.63103974,20
2019-01-31,-0.49039856,18
2019-02-01,-0.57997996,23
2019-02-02,-0.6872372,11
2019-02-03,-0.7177844,21
2019-02-04,-0.60332453,33
2019-02-05,-0.60639006,29
2019-02-06,-0.35458213,36
2019-02-07,-0.3666969,31
2019-02-08,-0.24455522,25
2019-02-09,-0.5995287,17
2019-02-10,-0.54360294,18
2019-02-11,-0.66234034,35
2019-02-12,-0.6012043,32
2019-02-13,-0.34100533,30
2019-02-14,-0.36315167,26
2019-02-15,-0.6908369,34
2019-02-16,-0.7180514,16
2019-02-17,-0.5154055,19
2019-02-18,-0.6843277,29
2019-02-19,-0.55107707,31
2019-02-20,-0.58438647,29
2019-02-21,-0.5070332,33
2019-02-22,-0.6111445,29
2019-02-23,-0.83556414,12
2019-02-24,-0.5563303,18
2019-02-25,-0.22615136,36
2019-02-26,-0.53847814,31
2019-02-27,-0.6735242,31
2019-02-28,-0.50488394,37
2019-03-01,-0.7425877,38
2019-03-02,-0.51946926,19
2019-03-03,-0.67509866,18
2019-03-04,-0.41312015,48
2019-03-05,-0.5100105,46
2019-03-06,-0.6645603,33
2019-03-07,-0.64459413,34
2019-03-08,-0.4807609,36
2019-03-09,-0.72063327,9
2019-03-10,-0.53875834,13
2019-03-11,-0.86819255,15
2019-03-12,-0.8788848,20
2019-03-13,-0.89720243,21
2019-03-14,-0.74048966,12
2019-03-15,-0.4341376,7
2019-03-16,-0.7493384,5
2019-03-17,-0.36615995,11
2019-03-18,-0.44553933,15
2019-03-19,-0.4816853,28
2019-03-20,-0.5295139,29
2019-03-21,-0.76750267,23
2019-03-22,-0.2150242,21
2019-03-23,-0.55169463,8
2019-03-24,-0.32984513,14
2019-03-25,-0.61405116,31
2019-03-26,-0.5955621,38
2019-03-27,-0.40153062,35
2019-03-28,-0.5125149,33
2019-03-29,-0.39261043,40
2019-03-30,-0.3042209,14
2019-03-31,-0.75992113,13
2019-04-01,-0.55562764,34
2019-04-02,-0.4160026,66
2019-04-03,-0.45853528,33
2019-04-04,-0.55409354,43
2019-04-05,-0.512792,36
2019-04-06,-0.61328125,17
2019-04-07,-0.6119386,28
2019-04-08,-0.4428874,42
2019-04-09,-0.6449356,47
2019-04-10,-0.5189729,41
2019-04-11,-0.47931084,42
2019-04-12,-0.5423777,39
2019-04-13,-0.5941294,12
2019-04-14,-0.37447512,21
2019-04-15,-0.6741095,37
2019-04-16,-0.76374185,40
2019-04-17,-0.6268735,21
2019-04-18,-0.50518954,34
2019-04-19,-0.5627536,38
2019-04-20,-0.084189944,15
2019-04-21,-0.7117474,17
2019-04-22,-0.66650146,25
2019-04-23,-0.6012884,41
2019-04-24,-0.7847108,44
2019-04-25,-0.49226764,46
2019-04-26,-0.64816207,45
2019-04-27,-0.6180991,20
2019-04-28,-0.41540965,27
2019-04-29,-0.26682034,36
2019-04-30,-0.6569763,43
2019-05-01,-0.69874084,38
2019-05-02,-0.76015884,25
2019-05-03,-0.59169143,50
2019-05-04,-0.46726793,14
2019-05-05,-0.72959125,21
2019-05-06,-0.6926642,58
2019-05-07,-0.5724172,55
2019-05-08,-0.5198331,53
2019-05-09,-0.6197546,45
2019-05-10,-0.5681498,58
2019-05-11,-0.65469766,25
2019-05-12,-0.73480606,25
2019-05-13,-0.38626286,76
2019-05-14,-0.61928225,67
2019-05-15,-0.5349459,70
2019-05-16,-0.53285295,46
2019-05-17,-0.47921503,70
2019-05-18,-0.8022242,14
2019-05-19,-0.3696631,24
2019-05-20,-0.5030946,52
2019-05-21,-0.48309243,63
2019-05-22,-0.5759433,71
2019-05-23,-0.58630127,68
2019-05-24,-0.5307626,76
2019-05-25,-0.35614142,21
2019-05-26,-0.447827,31
2019-05-27,-0.50194746,61
2019-05-28,-0.4225662,103
2019-05-29,-0.65360165,74
2019-05-30,-0.5926754,71
2019-05-31,-0.46532422,56
2019-06-01,-0.625857,15
2019-06-02,-0.58040476,16
2019-06-03,-0.5480758,62
2019-06-04,-0.367184,34
2019-06-05,-0.6907758,37
2019-06-06,-0.5187868,40
2019-06-07,-0.5660712,35
2019-06-08,-0.058831498,8
2019-06-09,-0.4400942,17
2019-06-10,-0.47621673,35
2019-06-11,-0.68718195,25
2019-06-12,-0.81290025,27
2019-06-13,-0.78399694,37
2019-06-14,-0.5620252,27
