Date,Close,Log_return,Daily_volatility_log
2011-01-02,0.3,0.0,0.0
2011-01-03,0.295,-0.01680711831638129,0.01680711831638129
2011-01-04,0.2989,0.013133712950072473,0.013133712950072473
2011-01-05,0.299,0.0003345041007942523,0.0003345041007942523
2011-01-06,0.298,-0.0033500868852819744,0.0033500868852819744
2011-01-07,0.32,0.07122750928836778,0.07122750928836778
2011-01-08,0.3229,0.009021681970457274,0.009021681970457274
2011-01-09,0.323,0.00030964545842699086,0.00030964545842699086
2011-01-10,0.3266,0.011083857313708192,0.011083857313708192
2011-01-11,0.3266,0.0,0.0
2011-01-12,0.3188,-0.024172233620304854,0.024172233620304854
2011-01-13,0.3176,-0.0037712175430792915,0.0037712175430792915
2011-01-14,0.4,0.23067181773500142,0.23067181773500142
2011-01-15,0.3861,-0.035368143837791376,0.035368143837791376
2011-01-16,0.3868,0.0018113603089485906,0.0018113603089485906
2011-01-17,0.3495,-0.10140420190527433,0.10140420190527433
2011-01-18,0.313,-0.11030037113371165,0.11030037113371165
2011-01-19,0.313,0.0,0.0
2011-01-20,0.39,0.21994354858353887,0.21994354858353887
2011-01-21,0.4199,0.07386984856645548,0.07386984856645548
2011-01-22,0.4443,0.05648342225171524,0.05648342225171524
2011-01-23,0.4424,-0.004285559733737608,0.004285559733737608
2011-01-24,0.4199,-0.052197862517977534,0.052197862517977534
2011-01-25,0.41,-0.02385942799179414,0.02385942799179414
2011-01-26,0.417,0.016929062100447975,0.016929062100447975
2011-01-27,0.4212,0.01002155846101897,0.01002155846101897
2011-01-28,0.446,0.05721117176024362,0.05721117176024362
2011-01-29,0.439,-0.015819538944892766,0.015819538944892766
2011-01-30,0.4799,0.08907833578902848,0.08907833578902848
2011-01-31,0.5501,0.13652233101721262,0.13652233101721262
2011-02-01,0.7077,0.2519201952003265,0.2519201952003265
2011-02-02,0.716,0.011659891878906576,0.011659891878906576
2011-02-03,0.6964,-0.027755959066611522,0.027755959066611522
2011-02-04,0.811,0.15234384622137898,0.15234384622137898
2011-02-05,0.92,0.12610561592767314,0.12610561592767314
2011-02-06,0.8997,-0.022312295620012843,0.022312295620012843
2011-02-07,0.89,-0.010839911696887642,0.010839911696887642
2011-02-08,0.918,0.03097592789430493,0.03097592789430493
2011-02-09,1.09,0.17173558460269897,0.17173558460269897
2011-02-10,0.9803,-0.10607432795550906,0.10607432795550906
2011-02-11,1.07,0.08755528018827144,0.08755528018827144
2011-02-12,1.08,0.00930239266231363,0.00930239266231363
2011-02-13,1.05,-0.028170876966696335,0.028170876966696335
2011-02-14,1.07,0.018868484304382736,0.018868484304382736
2011-02-15,1.05,-0.018868484304382805,0.018868484304382805
2011-02-16,1.045,-0.004773278752657771,0.004773278752657771
2011-02-17,1.04,-0.004796172263492944,0.004796172263492944
2011-02-18,0.8989,-0.14580419855606477,0.14580419855606477
2011-02-19,0.949,0.054237005030574104,0.054237005030574104
2011-02-20,0.865,-0.09267929167804845,0.09267929167804845
2011-02-21,0.8345,-0.03589676382998957,0.03589676382998957
2011-02-22,0.8702,0.0418903271846899,0.0418903271846899
2011-02-23,0.9,0.033671693037730974,0.033671693037730974
2011-02-24,0.9974,0.10275712978771141,0.10275712978771141
2011-02-25,0.9112,-0.09038948097904975,0.09038948097904975
2011-02-26,0.958,0.05008536583788804,0.05008536583788804
2011-02-27,0.89,-0.07362631524467501,0.07362631524467501
2011-02-28,0.8702,-0.02249839243960579,0.02249839243960579
2011-03-01,0.9202,0.055867967434788626,0.055867967434788626
2011-03-02,0.9399,0.021182448904887494,0.021182448904887494
2011-03-03,0.9391,-0.0008515168156877253,0.0008515168156877253
2011-03-04,0.9012,-0.04119476125247855,0.04119476125247855
2011-03-05,0.9103,0.010047006953153694,0.010047006953153694
2011-03-06,0.8999,-0.011490569471340188,0.011490569471340188
2011-03-07,0.885,-0.0166960010319734,0.0166960010319734
2011-03-08,0.87,-0.017094433359300183,0.017094433359300183
2011-03-09,0.8645,-0.006341906525284131,0.006341906525284131
2011-03-10,0.9329,0.07614670884357011,0.07614670884357011
2011-03-11,0.88,-0.058376106494663085,0.058376106494663085
2011-03-12,0.918,0.042275483148238334,0.042275483148238334
2011-03-13,0.8925,-0.02817087696669645,0.02817087696669645
2011-03-14,0.8949,0.002685466535018506,0.002685466535018506
2011-03-15,0.87,-0.02821876854018314,0.02821876854018314
2011-03-16,0.86,-0.011560822401075971,0.011560822401075971
2011-03-17,0.8254,-0.04106427192907195,0.04106427192907195
2011-03-18,0.8165,-0.010841204907961623,0.010841204907961623
2011-03-19,0.765,-0.06515107858398393,0.06515107858398393
2011-03-20,0.7522,-0.016873587790299852,0.016873587790299852
2011-03-21,0.759,0.00899953135939397,0.00899953135939397
2011-03-22,0.809,0.06379713966286175,0.06379713966286175
2011-03-23,0.8497,0.04908442895100386,0.04908442895100386
2011-03-24,0.8669,0.02004028386509914,0.02004028386509914
2011-03-25,0.8838,0.019307162822044994,0.019307162822044994
2011-03-26,0.8552,-0.03289543298580418,0.03289543298580418
2011-03-27,0.8275,-0.032926252459617396,0.032926252459617396
2011-03-28,0.799,-0.035048161484943254,0.035048161484943254
2011-03-29,0.7925,-0.008168440014839075,0.008168440014839075
2011-03-30,0.7897,-0.003539379247900371,0.003539379247900371
2011-03-31,0.7846,-0.006479092728083053,0.006479092728083053
2011-04-01,0.7741,-0.013472969564784387,0.013472969564784387
2011-04-02,0.782,0.010153676334643456,0.010153676334643456
2011-04-03,0.779,-0.003843694674562827,0.003843694674562827
2011-04-04,0.68,-0.13591824770059585,0.13591824770059585
2011-04-05,0.71,0.043172171865208574,0.043172171865208574
2011-04-06,0.74,0.04138521616285428,0.04138521616285428
2011-04-07,0.7538,0.018476894634819756,0.018476894634819756
2011-04-08,0.75,-0.005053874302678958,0.005053874302678958
2011-04-09,0.73,-0.027028672387919374,0.027028672387919374
2011-04-10,0.7369,0.00940766363051675,0.00940766363051675
2011-04-11,0.77,0.04393831707477596,0.04393831707477596
2011-04-12,0.86,0.11054187439982383,0.11054187439982383
2011-04-13,0.9225,0.07015498666712874,0.07015498666712874
2011-04-14,1.0,0.08066790306745492,0.08066790306745492
2011-04-15,0.9899,-0.010151351056375355,0.010151351056375355
2011-04-16,1.05,0.05894151522580743,0.05894151522580743
2011-04-17,1.112,0.0573700316589586,0.0573700316589586
2011-04-18,1.162,0.0439824626013288,0.0439824626013288
2011-04-19,1.198,0.030510841263538094,0.030510841263538094
2011-04-20,1.142,-0.04787238845943917,0.04787238845943917
2011-04-21,1.21,0.057839248374831204,0.057839248374831204
2011-04-22,1.409,0.15225987330789356,0.15225987330789356
2011-04-23,1.7,0.18774801814562725,0.18774801814562725
2011-04-24,1.631,-0.04143492742329352,0.04143492742329352
2011-04-25,1.559,-0.045148733563237405,0.045148733563237405
2011-04-26,1.795,0.14096043186460272,0.14096043186460272
2011-04-27,1.9,0.05684886423215259,0.05684886423215259
2011-04-28,2.211,0.15159101570291456,0.15159101570291456
2011-04-29,2.88,0.2643453922725454,0.2643453922725454
2011-04-30,3.55,0.20915730933946983,0.20915730933946983
2011-05-01,3.033,-0.1573953747808804,0.1573953747808804
2011-05-02,3.2,0.05359858109923694,0.05359858109923694
2011-05-03,3.41,0.0635614814897446,0.0635614814897446
2011-05-04,3.406,-0.0011737090549289277,0.0011737090549289277
2011-05-05,3.333,-0.021665782914893943,0.021665782914893943
2011-05-06,3.452,0.03508097389557882,0.03508097389557882
2011-05-07,3.641,0.053304595972114996,0.053304595972114996
2011-05-08,3.866,0.05996201159284274,0.05996201159284274
2011-05-09,3.8,-0.017219314053799162,0.017219314053799162
2011-05-10,5.81,0.42457950413147977,0.42457950413147977
2011-05-11,5.5,-0.05483247862539459,0.05483247862539459
2011-05-12,6.3,0.13580154115906182,0.13580154115906182
2011-05-13,8.198,0.26334058868465887,0.26334058868465887
2011-05-14,7.198,-0.13008701242530685,0.13008701242530685
2011-05-15,6.987,-0.029751930086525366,0.029751930086525366
2011-05-16,8.034,0.13963125636677695,0.13963125636677695
2011-05-17,7.19,-0.11099136420413516,0.11099136420413516
2011-05-18,6.88,-0.04407251978770309,0.04407251978770309
2011-05-19,6.811,-0.010079699686071007,0.010079699686071007
2011-05-20,5.59,-0.1975596650921735,0.1975596650921735
2011-05-21,6.12,0.09058280935722698,0.09058280935722698
2011-05-22,6.69,0.08905177761590247,0.08905177761590247
2011-05-23,7.15,0.06649848256577925,0.06649848256577925
2011-05-24,7.42,0.03706670047337278,0.03706670047337278
2011-05-25,8.4,0.12405264866997882,0.12405264866997882
2011-05-26,8.798,0.04629271707726001,0.04629271707726001
2011-05-27,8.5,-0.0344582594302573,0.0344582594302573
2011-05-28,8.3,-0.023810648693718447,0.023810648693718447
2011-05-29,8.43,0.015541257211211778,0.015541257211211778
2011-05-30,8.8,0.04295494947039688,0.04295494947039688
2011-05-31,8.741,-0.006727121885810026,0.006727121885810026
2011-06-01,9.57,0.090608605866512,0.090608605866512
2011-06-02,10.6,0.10222079565315843,0.10222079565315843
2011-06-03,14.29,0.29870599082375454,0.29870599082375454
2011-06-04,18.89,0.2790726895716423,0.2790726895716423
2011-06-05,16.7,-0.12322396209070878,0.12322396209070878
2011-06-06,18.55,0.10506106963073486,0.10506106963073486
2011-06-07,23.92,0.2542451400289869,0.2542451400289869
2011-06-08,29.6,0.21305943224758375,0.21305943224758375
2011-06-09,28.92,-0.023240964039450737,0.023240964039450737
2011-06-10,23.95,-0.18856507343363976,0.18856507343363976
2011-06-11,14.65,-0.4915279883938479,0.4915279883938479
2011-06-12,18.55,0.2360294535903678,0.2360294535903678
2011-06-13,19.84,0.06723031280328245,0.06723031280328245
2011-06-14,19.28,-0.028631812674327153,0.028631812674327153
2011-06-15,19.49,0.010833224337069848,0.010833224337069848
2011-06-16,17.0,-0.13668816946325324,0.13668816946325324
2011-06-17,15.68,-0.08082732913395428,0.08082732913395428
2011-06-18,16.89,0.0743357158974469,0.0743357158974469
2011-06-19,17.51,0.03605041547805186,0.03605041547805186
2011-06-20,17.51,0.0,0.0
2011-06-21,17.51,0.0,0.0
2011-06-22,17.51,0.0,0.0
2011-06-23,17.51,0.0,0.0
2011-06-24,17.51,0.0,0.0
2011-06-25,17.51,0.0,0.0
2011-06-26,16.45,-0.06244666908637972,0.06244666908637972
2011-06-27,16.75,0.0180727810596946,0.0180727810596946
2011-06-28,16.95,0.011869575555383729,0.011869575555383729
2011-06-29,16.85,-0.005917177028088396,0.005917177028088396
2011-06-30,16.1,-0.0455313848079534,0.0455313848079534
2011-07-01,15.4,-0.04445176257083392,0.04445176257083392
2011-07-02,15.4,0.0,0.0
2011-07-03,15.44,0.002594035177046528,0.002594035177046528
2011-07-04,13.86,-0.10795455083487297,0.10795455083487297
2011-07-05,12.91,-0.07100478890320595,0.07100478890320595
2011-07-06,14.8,0.13662497591151823,0.13662497591151823
2011-07-07,14.78,-0.0013522652500137608,0.0013522652500137608
2011-07-08,14.31,-0.032316321951696085,0.032316321951696085
2011-07-09,14.38,0.004879758724541211,0.004879758724541211
2011-07-10,14.9,0.03552286065851282,0.03552286065851282
2011-07-11,14.21,-0.04741527084240413,0.04741527084240413
2011-07-12,14.01,-0.014174581760093681,0.014174581760093681
2011-07-13,13.95,-0.004291852081541032,0.004291852081541032
2011-07-14,14.0,0.0035778213478841235,0.0035778213478841235
2011-07-15,13.81,-0.013664362194057861,0.013664362194057861
2011-07-16,13.72,-0.006538345123461607,0.006538345123461607
2011-07-17,13.16,-0.041672696400568074,0.041672696400568074
2011-07-18,13.48,0.024025179586989836,0.024025179586989836
2011-07-19,13.85,0.027078127149186507,0.027078127149186507
2011-07-20,13.71,-0.010159739059124404,0.010159739059124404
2011-07-21,13.61,-0.007320676910848394,0.007320676910848394
2011-07-22,13.7,0.006591016170704553,0.006591016170704553
2011-07-23,13.68,-0.0014609206396747599,0.0014609206396747599
2011-07-24,13.98,0.021692824611259754,0.021692824611259754
2011-07-25,14.05,0.004994658974090637,0.004994658974090637
2011-07-26,13.88,-0.012173440701096267,0.012173440701096267
2011-07-27,13.94,0.0043134502537193475,0.0043134502537193475
2011-07-28,13.49,-0.03281373511271326,0.03281373511271326
2011-07-29,13.5,0.0007410152247192038,0.0007410152247192038
2011-07-30,13.53,0.00221975673831281,0.00221975673831281
2011-07-31,13.35,-0.013393057336438136,0.013393057336438136
2011-08-01,13.09,-0.01966780492444998,0.01966780492444998
2011-08-02,12.05,-0.08278391998514444,0.08278391998514444
2011-08-03,9.26,-0.2633606112785761,0.2633606112785761
2011-08-04,10.75,0.14920170591558388,0.14920170591558388
2011-08-05,9.8,-0.09252336889714552,0.09252336889714552
2011-08-06,6.55,-0.4029173360293658,0.4029173360293658
2011-08-07,7.9,0.18739770982581527,0.18739770982581527
2011-08-08,7.8,-0.012739025777429826,0.012739025777429826
2011-08-09,9.99,0.24746085896491618,0.24746085896491618
2011-08-10,10.0,0.001000500333583622,0.001000500333583622
2011-08-11,9.462,-0.05530131578508943,0.05530131578508943
2011-08-12,9.461,-0.0001056914866491352,0.0001056914866491352
2011-08-13,10.13,0.06832323253828493,0.06832323253828493
2011-08-14,10.8,0.06404481586958205,0.06404481586958205
2011-08-15,11.15,0.03189336377595379,0.03189336377595379
2011-08-16,10.96,-0.01718721638625825,0.01718721638625825
2011-08-17,10.95,-0.0009128252573598002,0.0009128252573598002
2011-08-18,10.83,-0.011019395249610538,0.011019395249610538
2011-08-19,11.65,0.07298611899881027,0.07298611899881027
2011-08-20,11.45,-0.017316450011461045,0.017316450011461045
2011-08-21,11.31,-0.012302439872219417,0.012302439872219417
2011-08-22,10.9,-0.03692450089293106,0.03692450089293106
2011-08-23,10.94,0.00366300775873702,0.00366300775873702
2011-08-24,10.85,-0.008260717007366598,0.008260717007366598
2011-08-25,9.657,-0.11648203900168776,0.11648203900168776
2011-08-26,8.179,-0.1661131472319438,0.1661131472319438
2011-08-27,8.59,0.04902884224332691,0.04902884224332691
2011-08-28,9.07,0.0543735281308812,0.0543735281308812
2011-08-29,8.969,-0.011198076991179307,0.011198076991179307
2011-08-30,8.791,-0.020045716266824443,0.020045716266824443
