Date,Open,High,Low,Close,VolumeFrom,VolumeTo,price_change,abs_price_change
2011-02-20,0.949,0.949,0.83,0.865,9974.05,8503.38,-0.08851422550052679,0.08851422550052679
2011-02-21,0.865,0.8796,0.8313,0.8345,1700.12,1435.86,-0.035260115606936426,0.035260115606936426
2011-02-22,0.8345,0.95,0.8313,0.8702,12095.26,10650.29,0.04278010784901132,0.04278010784901132
2011-02-23,0.8702,0.945,0.8681,0.9,6718.87,6057.77,0.03424500114916107,0.03424500114916107
2011-02-24,0.9,1.0,0.9,0.9974,13418.69,12708.12,0.10822222222222222,0.10822222222222222
2011-02-25,0.9974,0.9998,0.9111,0.9112,4461.06,4276.3,-0.08642470423100057,0.08642470423100057
2011-02-26,0.9112,0.97,0.9106,0.958,4744.41,4452.63,0.05136084284460041,0.05136084284460041
2011-02-27,0.958,0.958,0.89,0.89,23268.75,21576.82,-0.07098121085594988,0.07098121085594988
2011-02-28,0.89,0.92,0.845,0.8702,4651.67,4108.6,-0.022247191011235956,0.022247191011235956
2011-03-01,0.8702,0.97,0.8502,0.9202,22569.78,21413.43,0.057458055619397985,0.057458055619397985
2011-03-02,0.9202,0.94,0.9102,0.9399,2741.87,2533.96,0.021408389480547685,0.021408389480547685
2011-03-03,0.9399,0.9399,0.91,0.9391,2746.67,2520.58,-0.0008511543781252184,0.0008511543781252184
2011-03-04,0.9391,0.9391,0.9001,0.9012,2711.89,2469.56,-0.040357789372803765,0.040357789372803765
2011-03-05,0.9012,0.9189,0.8111,0.9103,12570.59,11115.04,0.010097647581003066,0.010097647581003066
2011-03-06,0.9103,0.9103,0.81,0.8999,12626.49,10775.11,-0.011424805009337513,0.011424805009337513
2011-03-07,0.8999,0.909,0.846,0.885,15271.27,13527.3,-0.01655739526614075,0.01655739526614075
2011-03-08,0.885,0.885,0.85,0.87,4527.85,3931.42,-0.016949152542372947,0.016949152542372947
2011-03-09,0.87,0.87,0.85,0.8645,4546.05,3881.22,-0.00632183908045969,0.00632183908045969
2011-03-10,0.8645,0.9329,0.8497,0.9329,8869.01,7895.07,0.07912087912087906,0.07912087912087906
2011-03-11,0.9329,0.9329,0.8601,0.88,3725.51,3301.73,-0.05670489870296913,0.05670489870296913
2011-03-12,0.88,0.9197,0.88,0.918,4822.83,4319.6,0.04318181818181821,0.04318181818181821
2011-03-13,0.918,0.918,0.8898,0.8925,660.31,595.42,-0.0277777777777779,0.0277777777777779
2011-03-14,0.8925,0.9,0.88,0.8949,5269.24,4676.62,0.0026890756302522245,0.0026890756302522245
2011-03-15,0.8949,0.8949,0.87,0.87,2732.16,2405.41,-0.02782433791485084,0.02782433791485084
2011-03-16,0.87,0.88,0.836,0.86,7929.62,6761.32,-0.011494252873563204,0.011494252873563204
2011-03-17,0.86,0.88,0.81,0.8254,7159.78,6042.77,-0.04023255813953486,0.04023255813953486
2011-03-18,0.8254,0.8506,0.71,0.8165,14226.22,10971.32,-0.010782650835958307,0.010782650835958307
2011-03-19,0.8165,0.8165,0.7313,0.765,9875.04,7457.83,-0.06307409675443965,0.06307409675443965
2011-03-20,0.765,0.79,0.7402,0.7522,5815.32,4502.62,-0.01673202614379088,0.01673202614379088
2011-03-21,0.7522,0.7724,0.7405,0.759,3695.96,2780.45,0.009040148896570122,0.009040148896570122
2011-03-22,0.759,0.81,0.7405,0.809,12147.72,9499.24,0.06587615283267456,0.06587615283267456
2011-03-23,0.809,0.85,0.78,0.8497,13262.26,11029.25,0.05030902348578481,0.05030902348578481
